Price,Size,District,Tenure,Distance,RoomNumber,RoomK,RoomD,RoomL,Kenpei,Youseki,Reform,year_2024
100,55,中央,10,3,2,1,1,1,80,600,0,1
61,40,中央,10,3,1,1,1,1,80,600,0,1
32,20,中央,22,2,1,1,0,0,80,600,0,1
30,20,中央,16,2,1,1,0,0,80,700,0,1
27,25,中央,24,2,1,1,0,0,80,500,0,1
63,50,中央,21,5,1,1,1,1,80,600,0,1
31,25,中央,9,5,1,1,0,0,80,600,0,1
69,40,中央,16,1,1,1,1,1,80,700,0,1
46,40,中央,18,1,1,1,1,1,80,700,0,1
61,50,中央,13,1,2,1,1,1,80,700,0,1
29,20,中央,22,2,1,1,0,0,80,600,0,1
37,30,中央,19,5,1,1,1,0,80,600,0,1
64,45,中央,42,4,1,1,1,1,80,600,1,1
40,40,中央,24,5,1,1,1,1,80,600,0,1
94,55,中央,5,3,2,1,1,1,80,600,0,1
41,50,中央,25,6,2,1,1,1,80,600,0,1
46,45,中央,42,4,1,1,1,1,80,500,1,1
25,30,中央,48,4,1,1,1,0,80,500,0,1
49,55,中央,41,6,2,1,1,1,80,700,0,1
110,70,中央,8,4,3,1,1,1,80,600,0,1
110,60,中央,11,2,2,1,1,1,80,600,0,1
25,15,中央,23,3,1,1,0,0,80,500,0,1
140,70,中央,7,7,3,1,1,1,80,700,1,1
23,20,中央,22,1,1,1,0,0,80,700,0,1
14,20,中央,41,1,1,1,0,0,80,700,0,1
26,25,中央,25,4,1,1,0,0,80,500,1,1
25,20,中央,22,3,1,1,0,0,80,500,0,1
110,65,中央,10,2,3,1,1,1,80,500,0,1
24,20,中央,22,3,1,1,0,0,80,500,0,1
14,20,中央,20,3,1,1,0,0,80,500,0,1
56,40,中央,21,2,1,1,1,1,80,500,1,1
24,20,中央,21,2,1,1,1,1,80,500,1,1
57,50,中央,25,7,1,1,1,1,80,700,1,1
27,20,中央,20,3,1,1,0,0,80,500,1,1
55,40,中央,6,3,1,1,1,1,80,500,0,1
160,100,中央,8,6,3,1,1,1,80,700,0,1
34,30,中央,25,8,1,1,1,0,80,500,0,1
28,20,中央,20,4,1,1,0,0,80,500,0,1
83,55,中央,13,3,2,1,1,0,80,500,1,1
31,45,中央,50,2,2,1,1,1,80,700,0,1
26,20,中央,20,3,1,1,0,0,80,500,0,1
53,40,中央,14,3,1,1,1,1,80,700,0,1
43,35,中央,22,3,1,1,0,0,80,700,0,1
100,50,中央,4,1,2,1,1,1,80,500,0,1
25,20,中央,22,2,1,1,0,0,80,500,0,1
55,40,中央,8,4,1,1,1,1,80,500,0,1
63,35,中央,13,3,1,1,1,1,80,700,0,1
10,30,中央,26,3,1,1,1,0,80,700,0,1
23,25,中央,26,3,1,1,0,0,80,700,0,1
75,60,中央,25,1,2,1,1,1,80,500,0,1
89,60,中央,25,1,2,1,1,1,80,500,0,1
75,55,中央,13,3,2,1,1,1,80,700,0,1
35,25,中央,10,5,1,1,0,0,80,500,0,1
53,40,中央,19,2,1,1,1,1,80,700,0,1
53,40,中央,11,4,1,1,1,1,80,700,0,1
34,25,中央,10,5,1,1,0,0,80,500,0,1
23,20,中央,18,5,1,1,0,0,80,500,0,1
120,75,中央,18,3,2,1,1,1,80,700,0,1
80,50,中央,14,5,2,1,1,1,80,500,0,1
84,55,中央,19,1,2,1,1,1,80,500,0,1
28,25,中央,26,3,1,1,0,0,80,700,1,1
34,25,中央,9,4,1,1,0,0,80,700,0,1
57,40,中央,18,2,1,1,1,1,80,700,0,1
80,55,中央,18,2,2,1,1,1,80,700,1,1
100,65,中央,9,3,3,1,1,1,80,700,0,1
48,50,中央,17,4,2,1,1,1,80,600,0,1
28,20,中央,20,2,1,1,0,0,80,700,0,1
80,50,中央,5,2,2,1,1,1,80,600,0,1
31,20,中央,22,4,1,1,0,0,80,600,0,1
29,20,中央,22,4,1,1,0,0,80,600,0,1
79,45,中央,4,3,2,1,1,1,80,600,0,1
100,55,中央,22,4,2,1,1,1,80,600,1,1
160,70,中央,2,3,3,1,1,1,80,600,0,1
20,15,中央,41,1,1,1,0,0,80,700,1,1
130,70,中央,10,2,3,1,1,1,80,600,0,1
85,65,中央,8,13,2,1,1,0,60,400,0,1
94,65,中央,9,11,3,1,1,1,60,400,0,1
130,70,中央,9,10,3,1,1,1,60,400,0,1
66,65,中央,15,13,2,1,1,1,80,500,0,1
180,100,中央,9,10,3,1,1,1,60,400,0,1
120,70,中央,8,13,3,1,1,1,60,400,0,1
91,55,中央,9,10,2,1,1,1,60,400,0,1
110,90,中央,26,9,3,1,1,1,80,400,0,1
100,70,中央,9,10,3,1,1,1,60,400,0,1
62,50,中央,15,6,2,1,1,1,60,400,0,1
50,70,中央,11,12,3,1,1,1,60,400,0,1
120,70,中央,9,10,2,1,1,1,60,400,0,1
120,70,中央,9,10,2,1,1,1,60,400,0,1
150,75,中央,11,11,2,1,1,1,60,400,0,1
93,55,中央,8,13,2,1,1,1,60,400,0,1
150,85,中央,11,12,2,1,1,1,60,400,0,1
130,70,中央,9,10,3,1,1,1,60,400,0,1
110,70,中央,9,10,2,1,1,1,60,400,0,1
85,65,中央,9,10,2,1,1,1,60,400,0,1
95,60,中央,8,13,2,1,1,0,60,400,0,1
70,70,中央,26,9,2,1,1,1,80,400,0,1
120,95,中央,15,13,2,1,1,1,80,500,0,1
94,75,中央,15,13,3,1,1,1,80,500,0,1
51,40,中央,26,9,1,1,1,1,80,400,1,1
85,55,中央,8,13,2,1,1,1,60,400,0,1
75,55,中央,9,11,2,1,1,0,60,400,0,1
120,70,中央,9,10,2,1,1,1,60,400,0,1
93,75,中央,15,13,3,1,1,1,80,500,0,1
52,40,中央,26,9,1,1,1,0,80,400,1,1
140,70,中央,9,10,2,1,1,1,60,400,0,1
100,70,中央,9,11,3,1,1,1,60,400,0,1
120,70,中央,5,12,2,1,1,1,60,400,0,1
150,70,中央,5,12,2,1,1,1,60,400,0,1
150,90,中央,5,12,3,1,1,1,60,400,0,1
85,50,中央,5,12,2,1,1,1,60,400,0,1
100,55,中央,8,14,2,1,1,1,60,400,0,1
51,35,中央,21,2,1,1,1,0,80,500,1,1
30,20,中央,20,1,1,1,0,0,80,600,0,1
29,20,中央,20,1,1,1,0,0,80,600,0,1
78,60,中央,19,1,3,1,1,1,80,600,0,1
76,55,中央,19,2,2,1,1,1,80,500,0,1
42,25,中央,9,1,1,1,1,0,80,700,0,1
60,50,中央,10,2,1,1,1,1,80,600,0,1
68,40,中央,21,2,1,1,1,1,80,700,1,1
24,20,中央,20,5,1,1,0,0,80,500,0,1
140,70,中央,7,4,2,1,1,1,80,500,0,1
77,50,中央,10,2,1,1,1,1,80,600,0,1
22,20,中央,18,3,1,1,0,0,80,500,0,1
42,25,中央,9,1,1,1,0,0,80,700,0,1
24,20,中央,19,4,1,1,0,0,80,500,0,1
43,45,中央,21,5,2,1,1,0,80,500,0,1
46,35,中央,21,5,2,1,1,0,80,500,0,1
120,70,中央,9,6,3,1,1,1,80,500,0,1
56,40,中央,9,5,1,1,1,1,80,500,0,1
63,30,中央,5,6,1,1,0,0,80,500,0,1
80,40,中央,5,6,1,1,1,1,80,500,0,1
21,40,中央,13,3,1,1,1,1,80,500,0,1
140,70,中央,5,6,3,1,1,1,80,500,0,1
63,40,中央,13,4,1,1,1,1,80,500,0,1
79,45,中央,5,6,1,1,1,1,80,500,0,1
49,35,港,46,5,1,1,1,0,60,300,1,1
210,70,港,15,7,1,1,1,1,60,400,0,1
240,70,港,16,4,2,1,1,1,80,400,0,1
91,70,港,15,7,2,1,1,1,60,400,0,1
200,70,港,16,4,2,1,1,0,80,400,0,1
54,40,港,46,5,1,1,1,1,60,300,1,1
15,15,港,39,6,1,1,0,0,80,300,0,1
130,45,港,15,7,1,1,1,1,60,400,0,1
430,100,港,15,7,2,1,1,1,60,400,0,1
190,75,港,15,7,2,1,1,1,60,400,0,1
52,30,港,21,2,2,1,1,0,80,500,0,1
14,15,港,39,6,1,1,0,0,80,300,0,1
45,30,港,27,4,1,1,1,0,60,400,0,1
490,105,港,15,7,3,1,1,1,60,400,0,1
60,50,港,46,5,2,1,1,1,60,300,0,1
200,70,港,15,7,2,1,1,1,60,400,0,1
190,70,港,15,7,2,1,1,1,60,400,0,1
44,20,港,21,6,1,1,0,0,80,400,1,1
45,30,港,26,4,1,1,0,0,80,400,0,1
67,30,港,26,4,1,1,1,1,80,400,1,1
35,30,港,26,4,1,1,1,0,80,400,1,1
240,105,港,41,2,3,1,1,1,80,400,0,1
94,65,港,13,8,2,1,1,1,60,300,1,1
31,20,港,41,7,1,1,0,0,60,300,1,1
50,35,港,26,4,1,1,1,1,60,300,1,1
94,40,港,13,2,1,1,1,1,60,400,0,1
27,20,港,23,1,1,1,0,0,80,600,0,1
40,25,港,16,1,1,1,0,0,80,500,0,1
74,40,港,17,3,1,1,0,0,80,500,0,1
45,25,港,10,3,1,1,0,0,80,400,0,1
36,20,港,16,1,1,1,0,0,80,500,0,1
170,70,港,25,3,3,1,1,1,80,500,1,1
28,20,港,23,1,1,1,0,0,80,600,0,1
28,20,港,23,1,1,1,0,0,80,600,0,1
46,45,港,53,1,1,1,0,0,80,600,0,1
37,20,港,24,1,1,1,0,0,80,500,0,1
29,20,港,45,10,1,1,0,0,80,500,0,1
430,90,港,10,7,2,1,1,1,80,500,0,1
29,20,港,18,10,1,1,0,0,60,400,0,1
32,30,港,44,3,1,1,1,1,60,400,1,1
83,55,港,13,11,3,1,1,1,60,400,0,1
28,20,港,18,10,1,1,0,0,60,400,0,1
310,90,港,1,2,2,1,1,1,60,400,0,1
46,25,港,1,6,1,1,0,0,60,400,0,1
130,55,港,1,6,2,1,1,1,60,400,0,1
72,55,港,24,2,2,1,1,1,60,400,0,1
24,20,港,18,5,1,1,1,0,60,400,0,1
46,35,港,8,4,1,1,1,1,60,400,0,1
23,15,港,46,3,1,1,0,0,80,700,1,1
21,15,港,46,3,1,1,0,0,80,700,0,1
87,50,港,9,13,2,1,1,1,80,400,0,1
130,65,港,9,13,3,1,1,1,80,400,1,1
97,55,港,24,13,2,1,1,1,80,600,0,1
51,45,港,16,15,1,1,1,1,60,400,0,1
230,80,港,21,7,2,1,1,1,80,700,0,1
26,25,港,16,15,1,1,0,0,60,400,0,1
170,80,港,19,19,2,1,1,1,60,400,1,1
200,75,港,21,6,2,1,1,0,80,700,1,1
150,80,港,19,19,3,1,1,1,60,400,1,1
100,70,港,19,11,2,1,1,1,60,400,0,1
110,80,港,18,15,3,1,1,1,60,400,1,1
120,65,港,21,7,1,1,1,1,80,700,0,1
53,45,港,19,11,1,1,1,0,80,600,0,1
86,35,港,19,6,1,1,1,0,60,400,0,1
86,50,港,19,6,2,1,1,1,60,400,0,1
120,80,港,19,6,3,1,1,1,60,400,1,1
68,50,港,19,14,1,1,1,1,60,400,0,1
58,45,港,19,7,1,1,1,1,60,400,0,1
73,50,港,24,14,2,1,1,1,80,600,1,1
68,60,港,19,6,2,1,1,1,60,400,0,1
150,90,港,19,6,3,1,1,1,60,400,0,1
140,85,港,19,6,3,1,1,1,60,400,1,1
120,65,港,19,6,2,1,1,1,60,400,1,1
100,75,港,19,6,3,1,1,1,60,400,1,1
88,80,港,20,10,3,1,1,1,60,400,0,1
90,60,港,19,6,2,1,1,1,60,400,0,1
64,45,港,19,6,1,1,1,1,60,400,0,1
100,75,港,19,6,2,1,1,1,60,400,1,1
94,75,港,19,14,3,1,1,1,60,400,0,1
130,80,港,19,6,2,1,1,1,60,400,0,1
40,25,港,6,3,1,1,0,0,80,500,0,1
110,55,港,20,3,1,1,1,0,80,400,1,1
160,75,港,20,3,2,1,1,1,80,400,0,1
70,60,港,25,8,2,1,1,0,80,500,0,1
29,20,港,22,2,1,1,0,0,80,500,0,1
34,20,港,22,2,1,1,0,0,80,500,0,1
44,25,港,9,7,1,1,0,0,80,500,0,1
42,25,港,9,7,1,1,0,0,80,500,0,1
100,55,港,17,7,2,1,1,1,80,500,0,1
57,30,港,13,5,1,1,1,0,80,400,0,1
26,20,港,10,4,1,1,0,0,80,700,0,1
20,25,港,44,2,1,1,0,0,80,500,0,1
95,50,港,13,5,2,1,1,1,80,400,0,1
25,20,港,22,4,1,1,0,0,80,600,0,1
43,40,港,42,9,1,1,1,1,60,400,1,1
36,30,港,41,8,1,1,1,1,60,400,1,1
26,20,港,22,8,1,1,0,0,60,400,0,1
190,95,港,18,8,3,1,1,1,60,400,0,1
630,105,港,1,12,3,1,1,1,60,400,0,1
90,50,港,10,6,2,1,1,1,60,400,0,1
130,85,港,18,8,3,1,1,1,60,400,1,1
98,95,港,18,8,3,1,1,1,60,400,0,1
71,40,港,1,12,1,1,1,1,60,400,0,1
200,95,港,18,8,3,1,1,1,60,400,1,1
26,20,港,22,9,1,1,0,0,60,400,0,1
230,100,港,18,14,3,1,1,1,60,400,0,1
13,15,港,44,10,1,1,0,0,60,400,1,1
89,45,港,18,8,1,1,1,1,60,400,1,1
26,20,港,23,13,1,1,0,0,60,400,0,1
90,50,港,18,8,1,1,1,1,60,400,0,1
220,105,港,17,8,3,1,1,1,60,400,1,1
110,75,港,18,14,3,1,1,1,60,400,0,1
25,15,港,24,9,1,1,0,0,80,400,0,1
140,85,港,17,11,3,1,1,1,60,400,0,1
51,50,港,42,10,2,1,1,1,60,400,0,1
180,85,港,1,10,3,1,1,1,60,400,0,1
45,55,港,41,11,3,1,1,1,60,400,0,1
160,85,港,18,8,3,1,1,1,60,400,1,1
24,20,港,24,9,1,1,1,0,80,400,0,1
44,40,港,46,5,2,1,1,0,80,400,1,1
74,40,港,3,9,1,1,1,1,80,400,0,1
100,75,港,18,14,2,1,1,1,60,400,0,1
33,20,港,10,8,1,1,0,0,80,400,0,1
32,20,港,10,8,1,1,0,0,80,400,0,1
27,20,港,18,7,1,1,0,0,60,400,0,1
36,20,港,16,4,1,1,0,0,80,600,1,1
120,60,港,3,3,2,1,1,1,80,600,0,1
33,25,港,10,3,1,1,0,0,80,600,0,1
58,50,港,26,3,1,1,1,1,80,600,0,1
240,105,港,23,3,3,1,1,1,80,500,0,1
190,100,港,26,8,3,1,1,1,60,300,0,1
350,105,港,6,5,3,1,1,1,80,500,0,1
97,45,港,23,3,1,1,1,1,80,500,1,1
170,70,港,19,6,1,1,1,1,60,400,0,1
130,45,港,1,3,1,1,1,1,60,400,0,1
120,65,港,24,4,2,1,1,1,60,300,0,1
16,20,港,53,7,1,1,0,0,60,300,1,1
43,35,港,42,8,1,1,1,1,60,300,1,1
160,55,港,1,3,2,1,1,1,60,400,0,1
28,20,港,19,4,1,1,1,0,60,400,0,1
160,105,港,34,7,3,1,1,1,60,300,1,1
100,70,港,23,8,2,1,1,1,80,400,0,1
120,60,港,25,5,2,1,1,1,60,400,0,1
140,60,港,19,6,1,1,1,1,60,400,1,1
45,25,港,1,3,1,1,0,0,60,400,0,1
210,85,港,19,6,2,1,1,1,60,400,1,1
80,55,港,21,3,1,1,1,1,80,500,0,1
280,70,港,1,3,2,1,1,1,60,400,0,1
22,20,港,21,5,1,1,0,0,60,400,1,1
270,80,港,1,3,3,1,1,1,60,400,0,1
120,55,港,19,6,1,1,1,1,60,400,0,1
240,90,港,19,6,2,1,1,1,60,400,0,1
230,85,港,19,6,2,1,1,1,60,400,1,1
