種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅_名称,最寄駅_距離,取引価格,間取り,面積,建築年,建物の構造,都市計画,取引時期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,6,36000000,３ＬＤＫ,75,2012年,ＲＣ,近隣商業,2021年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,8,4500000,１Ｒ,20,1992年,ＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,2,44000000,３ＬＤＫ,85,2004年,ＳＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4300000,３ＤＫ,60,1973年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,8000000,２ＬＤＫ,60,1973年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,11000000,３ＬＤＫ,65,1982年,ＲＣ,準工業,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,20,16000000,３ＤＫ,55,1991年,ＲＣ,２中住専,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,1,32000000,３ＬＤＫ＋Ｓ,85,1999年,ＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,30000000,１ＬＤＫ＋Ｓ,70,2008年,ＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,8,5800000,１Ｒ,20,1994年,ＲＣ,,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,2,40000000,３ＬＤＫ＋Ｓ,85,2004年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,15,39000000,４ＬＤＫ＋Ｓ,100,2004年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,3500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,22000000,３ＬＤＫ,80,2003年,ＲＣ,準工業,2021年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,5,23000000,３ＬＤＫ,75,1983年,ＲＣ,２種住居,2021年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,6,42000000,２ＬＤＫ,65,2012年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中清戸,清瀬,,20000000,４ＬＤＫ,90,1982年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,上清戸,清瀬,9,21000000,３ＬＤＫ,70,1992年,ＲＣ,２中住専,2021年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,15,38000000,３ＬＤＫ,90,2004年,ＲＣ,１中住専,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,3500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,1,29000000,１ＬＤＫ,40,2021年,ＲＣ,近隣商業,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,3,42000000,３ＬＤＫ,80,1999年,ＲＣ,近隣商業,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,3,36000000,３ＬＤＫ,85,1999年,ＲＣ,近隣商業,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,40000000,３ＬＤＫ,75,2004年,ＳＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,15,36000000,４ＬＤＫ,100,2001年,ＳＲＣ,１中住専,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,7,40000000,３ＬＤＫ,75,2012年,ＲＣ,,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,38000000,４ＬＤＫ,90,2004年,ＳＲＣ,商業,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,6,35000000,３ＬＤＫ,65,2016年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,4,42000000,３ＬＤＫ,75,2011年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,6,37000000,３ＬＤＫ,75,2016年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,3,38000000,２ＬＤＫ,65,2008年,ＲＣ,商業,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,5200000,３ＤＫ,55,1967年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,2,47000000,３ＬＤＫ,65,2020年,ＲＣ,商業,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,6000000,３ＬＤＫ,70,1967年,ＲＣ,１中住専,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,6,35000000,３ＬＤＫ,65,2016年,ＲＣ,１中住専,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,9800000,２ＬＤＫ,55,1967年,ＲＣ,,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,18000000,２ＬＤＫ,70,2003年,ＲＣ,,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,5500000,３ＤＫ,55,1973年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,3500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,12,9000000,２Ｋ,45,1987年,ＲＣ,２種住居,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,11,10000000,２ＬＤＫ,45,1987年,ＲＣ,,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,1,44000000,３ＬＤＫ,65,2021年,ＲＣ,近隣商業,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,7,16000000,１ＬＤＫ,50,1983年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,35000000,３ＬＤＫ,70,2011年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,2,44000000,３ＬＤＫ,80,2004年,ＳＲＣ,商業,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,6500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4900000,３ＤＫ,60,1973年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,2,33000000,３ＬＤＫ,75,2004年,ＳＲＣ,商業,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,26000000,２ＬＤＫ＋Ｓ,60,1998年,ＳＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,9,10000000,２ＤＫ,45,1990年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,15,35000000,４ＬＤＫ＋Ｓ,100,2001年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,8,5400000,１Ｒ,20,1992年,ＲＣ,１低住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,6,21000000,３Ｋ,60,1986年,ＲＣ,１中住専,2022年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,12,23000000,３ＬＤＫ,65,1984年,ＲＣ,,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,18,12000000,２ＬＤＫ＋Ｓ,60,1998年,ＲＣ,２中住専,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,秋津,1,30000000,１ＬＤＫ,40,2021年,ＲＣ,近隣商業,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,30000000,３ＬＤＫ,60,1998年,ＲＣ,１中住専,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,6,35000000,３ＬＤＫ,75,2012年,ＲＣ,近隣商業,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,38000000,３ＬＤＫ,70,2011年,ＲＣ,商業,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,,,16000000,２ＤＫ,50,,,,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,36000000,３ＬＤＫ,80,2004年,ＳＲＣ,商業,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,10,9000000,３ＤＫ,50,1990年,ＲＣ,１中住専,2022年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中清戸,清瀬,,14000000,３ＬＤＫ,70,1982年,ＲＣ,１中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,上清戸,清瀬,6,25000000,２ＬＤＫ,65,1983年,ＳＲＣ,１低住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,上清戸,清瀬,8,12000000,２ＤＫ,50,1983年,ＲＣ,２中住専,2022年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,上清戸,清瀬,8,29000000,３ＬＤＫ,70,1992年,ＲＣ,,2022年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,下清戸,清瀬,,17000000,３ＬＤＫ,70,,,,2023年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,新座,25,18000000,３ＬＤＫ,60,1998年,ＲＣ,,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,梅園,秋津,10,33000000,３ＬＤＫ,80,2008年,ＲＣ,１中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,7,18000000,３ＤＫ,60,1984年,ＲＣ,,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,2,40000000,３ＬＤＫ＋Ｓ,80,1997年,ＲＣ,商業,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,2,40000000,４ＬＤＫ,85,1997年,ＲＣ,商業,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,6,40000000,２ＬＤＫ,55,2016年,ＲＣ,商業,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,3700000,３Ｋ,50,1967年,ＲＣ,１中住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,梅園,秋津,10,26000000,３ＬＤＫ,70,2008年,ＲＣ,１中住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,2,10000000,２ＤＫ,45,1980年,ＲＣ,商業,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,4,27000000,１ＬＤＫ,35,2021年,ＲＣ,商業,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,8,9800000,２ＤＫ,40,1984年,ＲＣ,,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,5500000,３ＬＤＫ,75,1967年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,5,42000000,３ＬＤＫ,75,2011年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,3,40000000,２ＬＤＫ,65,2013年,ＲＣ,商業,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,3,40000000,３ＬＤＫ,85,2004年,ＳＲＣ,商業,2023年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,17,36000000,４ＬＤＫ,90,2004年,ＲＣ,１中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,20,26000000,３ＬＤＫ,75,1999年,ＲＣ,１中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,20,27000000,３ＬＤＫ,80,1999年,ＲＣ,１中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,野塩,清瀬,13,5000000,１Ｋ,25,1990年,ＲＣ,２中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,,35000000,４ＬＤＫ,100,2001年,ＲＣ,１中住専,2023年第2四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,17,38000000,３ＬＤＫ,85,2004年,ＲＣ,１中住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4000000,３ＤＫ,60,1973年,ＲＣ,１中住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4500000,２ＬＤＫ,60,1973年,ＲＣ,,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,8,5400000,１Ｒ,20,1992年,ＲＣ,２種住居,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,8,5500000,１Ｒ,20,1992年,ＲＣ,２低住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,7,43000000,３ＬＤＫ,80,2012年,ＲＣ,近隣商業,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,17,35000000,３ＬＤＫ＋Ｓ,80,2004年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,6000000,２ＬＤＫ,60,1973年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,7000000,２ＬＤＫ,60,1973年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,10000000,２ＤＫ,60,1985年,鉄骨造,準工業,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,23000000,３ＬＤＫ,80,2003年,ＲＣ,準工業,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4800000,２ＬＤＫ,60,1973年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,7200000,３ＤＫ,60,1973年,ＲＣ,１中住専,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中清戸,清瀬,,19000000,４ＬＤＫ,85,1982年,ＲＣ,１中住専,2023年第3四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,上清戸,清瀬,6,26000000,３ＬＤＫ,70,2004年,ＲＣ,近隣商業,2023年第4四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,4000000,３ＤＫ,55,1967年,ＲＣ,１中住専,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,旭が丘,清瀬,,5000000,３ＬＤＫ,70,1967年,ＲＣ,１中住専,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,4,41000000,２ＬＤＫ,60,2021年,ＲＣ,商業,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,2,35000000,３ＬＤＫ,80,1997年,ＲＣ,商業,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,元町,清瀬,3,34000000,３ＬＤＫ,65,2013年,ＲＣ,商業,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,竹丘,清瀬,17,36000000,４ＬＤＫ,90,2004年,ＲＣ,１中住専,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,4500000,３ＤＫ,60,1973年,ＲＣ,１中住専,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,6900000,２ＬＤＫ,60,1973年,,,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,中里,清瀬,,13000000,３ＤＫ,55,1991年,ＲＣ,２中住専,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,10,16000000,２ＬＤＫ,55,1990年,ＲＣ,,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,5,22000000,１ＬＤＫ＋Ｓ,70,1986年,ＲＣ,商業,2024年第1四半期
中古マンション等,成約価格情報,13221,東京都,清瀬市,松山,清瀬,2,40000000,３ＬＤＫ,85,2004年,ＳＲＣ,,2024年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,下里,東久留米,,21000000,３ＬＤＫ,65,2007年,ＲＣ,２中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,浅間町,ひばりケ丘(東京),7,24000000,３ＤＫ,55,1983年,ＲＣ,１低住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,東本町,東久留米,3,17000000,３ＤＫ,55,1983年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,東本町,東久留米,3,28000000,３ＤＫ,60,1998年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,ひばりが丘団地,ひばりケ丘(東京),18,39000000,３ＬＤＫ,75,2015年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,下里,東久留米,,21000000,３ＬＤＫ,65,2007年,ＲＣ,２中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,神宝町,東久留米,16,20000000,３ＬＤＫ,60,2002年,ＲＣ,１低住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,浅間町,ひばりケ丘(東京),7,25000000,３ＤＫ,55,1983年,ＲＣ,１種住居,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,東本町,東久留米,3,34000000,３ＬＤＫ,65,2015年,ＲＣ,商業,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,ひばりが丘団地,ひばりケ丘(東京),19,40000000,３ＬＤＫ,75,2015年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,ひばりが丘団地,ひばりケ丘(東京),18,37000000,３ＬＤＫ,75,2015年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,南町,花小金井,,19000000,３ＬＤＫ,75,1984年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,7300000,２ＬＤＫ,60,1969年,ＲＣ,,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,3900000,３ＬＤＫ,65,1969年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,5500000,３ＤＫ,50,1969年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,11000000,２ＬＤＫ,55,1970年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,5000000,３ＬＤＫ,70,1970年,ＲＣ,１中住専,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8500000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8300000,２ＬＤＫ,70,1970年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,11000000,３ＬＤＫ,70,1970年,ＲＣ,２中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,11000000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,13000000,２ＬＤＫ,55,1970年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,12000000,２ＬＤＫ,60,1969年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8500000,３ＬＤＫ,70,1970年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,5500000,２ＬＤＫ,50,1969年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,4500000,３ＤＫ,50,1969年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,7000000,２ＬＤＫ,50,1969年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,南沢,ひばりケ丘(東京),,33000000,３ＬＤＫ,85,2003年,ＲＣ,１中住専,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,6000000,３ＬＤＫ,70,1970年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,16000000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,11000000,２ＬＤＫ,60,1969年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,6500000,２ＬＤＫ,60,1969年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,11000000,２ＬＤＫ,50,1969年,ＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,南沢,ひばりケ丘(東京),,31000000,３ＬＤＫ,80,2001年,ＳＲＣ,１中住専,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,9500000,３ＬＤＫ,65,1969年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8900000,３ＬＤＫ,65,1969年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,13000000,３ＬＤＫ,80,1971年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,4200000,３ＤＫ,60,1969年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,5600000,３ＬＤＫ,70,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,5400000,２ＬＤＫ,65,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8800000,３ＤＫ,60,1969年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,7300000,２ＬＤＫ,60,1969年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,6800000,３ＤＫ,65,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,8500000,２ＬＤＫ,50,1969年,ＲＣ,,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,7400000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,9000000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,滝山,花小金井,,7800000,３ＬＤＫ,80,1970年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,南沢,ひばりケ丘(東京),,33000000,３ＬＤＫ,80,2003年,ＲＣ,１中住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,金山町,東久留米,11,30000000,３ＬＤＫ,85,2002年,ＲＣ,１低住専,2021年第4四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,新川町,東久留米,1,62000000,４ＬＤＫ,85,2020年,ＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,東久留米,25,18000000,２ＬＤＫ,60,1989年,ＳＲＣ,準工業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,本町,東久留米,2,35000000,３ＬＤＫ,80,1997年,ＳＲＣ,商業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,本町,東久留米,4,32000000,３ＬＤＫ,75,1997年,ＳＲＣ,近隣商業,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,柳窪,小平,15,13000000,２ＤＫ,50,1995年,ＲＣ,準住居,2021年第1四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,新川町,東久留米,2,31000000,２ＬＤＫ,55,2006年,ＲＣ,近隣商業,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,清瀬,21,28000000,３ＬＤＫ＋Ｓ,90,1992年,ＲＣ,準工業,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,東久留米,,14000000,３ＬＤＫ,70,1989年,ＳＲＣ,準工業,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,東久留米,,3900000,１ＤＫ,45,1975年,ＲＣ,,2021年第2四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,清瀬,19,16000000,３ＬＤＫ,80,1989年,ＳＲＣ,準工業,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,八幡町,東久留米,,26000000,３ＬＤＫ,70,1989年,ＳＲＣ,準工業,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,本町,東久留米,5,33000000,３ＬＤＫ,70,1996年,ＳＲＣ,商業,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,柳窪,小平,19,18000000,３ＬＤＫ,70,2003年,ＲＣ,準工業,2021年第3四半期
中古マンション等,成約価格情報,13222,東京都,東久留米市,本町,東久留米,4,44000000,３ＬＤＫ,80,2000年,ＲＣ,近隣商業,2021年第4四半期
